,name,title,attributes,description,section,section_type,available,special_title,capacity,enrolled,crn,levels,schedule_type,instructors,where,days,time
509,GCS 100,"Continuation Gr Studies, Admin",Standard Tuition Rate,This course is open by permit only to graduate students who have non-course and non-thesis requirements to fulfill in the semester of graduation. Permits are entered by Graduate Academic Affairs.,Fall 2020,Class,99,,99,0,11211,"Graduate Business, Graduate",Independent Study/Research,Faculty TBA,TBA,,TBA
510,EG 419,Computer Graphics in Engnr,Standard Tuition Rate,Techniques of PC-based (AutoCAD) computer-aided drawing and design. Study of computer graphic hardware and software systems through demonstrations and use. Both 2D and 3D representation of components and assemblies from various engineering disciplines. Requires junior standing.,Fall 2020,Class,9,,12,3,10138,"Graduate Business, Graduate, Undergraduate",Lecture/Lab,William Briggs,TBA,W,5pm - 7:40pm
511,CAE 221,Engineering Geology,"Lab Safety Instruction, Standard Tuition Rate","Geology and its relationship to civil engineering; minerals; rocks; soil formation; geologic structure; groundwater hydraulics; frost action in soils, landslides, shoreline erosion, bluff instability; earthquakes; air photo interpretation, soil and rock mechanics in relation to engineering geology; subsurface exploration; dams, reservoirs, tunnels; case-history illustrations.",Fall 2020,Class,14,,40,26,12975,Undergraduate,Lecture,,TBA,T,1:50pm - 3:05pm
512,CAE 221,Engineering Geology,"Lab Safety Instruction, Standard Tuition Rate","Geology and its relationship to civil engineering; minerals; rocks; soil formation; geologic structure; groundwater hydraulics; frost action in soils, landslides, shoreline erosion, bluff instability; earthquakes; air photo interpretation, soil and rock mechanics in relation to engineering geology; subsurface exploration; dams, reservoirs, tunnels; case-history illustrations.",Fall 2020,Class,14,,40,26,10117,Undergraduate,Lab,,TBA,T,3:15pm - 4:30pm
513,PHYS 545,Particle Physics I,Standard Tuition Rate,"The course is an introduction to and overview of the field of elementary particle physics. No previous exposure is assumed. The first third of the course is devoted to the symmetries of the strong interaction. The second third is a modern introduction to the gauge theories of the electromagnetic, strong, and weak interactions, and their leading evaluation via Feynman diagrams. The final third introduces topics of current and speculative research.",Fall 2020,Class,15,,15,0,11351,"Graduate Business, Graduate, Undergraduate",Lecture,Zack Sullivan,TBA,MW,3:15pm - 4:30pm
514,LAW 248,Emerging Technologies,CK Law Tuition Rate,"Law and the legal system anticipate and also respond to changes in technology in ways that may enhance or inhibit the development of new technologies and new applications of old technologies. This course examines these changes from a historical perspective using the telecommunications technologies and regulations as a case study. It then moves into current technological developments in genetic engineering, surrogate parenting, interactive cable TV, DNA testing, nanotechnology, facial recognition technologies, and the like. Legal issues involving intellectual property, contractual relationships, constitutional rights of individuals, rules of evidence, negligence, and products liability will be discussed in the contexts of a variety of emerging technologies. Questions revolve around the ways in which the legal system responds to changes with analogies to the ""known and understood,"" with fear of the unknown, with conflict between legal and moral issues, with new law, and with the attorney's role in formulating change.",Fall 2020,Class,0,,9,9,14094,"Graduate Business, Master of Laws, Law, Non Credit",Lecture,Matthew Rossetti,TBA,M,7:35pm - 9:25pm
515,BUS 311,Strategic Cost Management,Standard Tuition Rate,"This course explores the uses and limitations of accounting information as an integral part of a manager's decision process. BUS 311 goes beyond BUS 211 and 212 by integrating economics, finance, and statistics among other disciplines in the consideration of actual business cases. Some of the topics included will be cost estimation, activity-based costing, quality control, transfer pricing, and divisional performance evaluation.",Fall 2020,Class,15,,30,15,11537,Undergraduate,Lecture,Charles Hamilton,TBA,MW,10am - 11:15am
516,EG 305,Advanced Engr Graphic&Design,Standard Tuition Rate,"Advanced study of auxiliary views and sectioning, gears and cams, threads and fasteners, working drawings, assembly drawings, electronic drafting, ANSI drafting standards, and computer-aided drawing and design. Engineering design project.",Fall 2020,Class,13,,15,2,12574,Undergraduate,Lecture/Lab,William Briggs,TBA,M,10am - 12:40pm
517,EG 306,Engr Descriptive Geometry,Standard Tuition Rate,"Graphic solutions of problems involving point, line, and plane relationships by auxiliary views and revolutions. Developments and intersections of surfaces. Parallelism and perpendicularity, vectors, mining and civil engineering applications. Shades and shadows, conics, map projection and spherical triangles. Emphasis on applications which promote visualization and introduce new engineering experiences. Applications of computers to problem solving.",Fall 2020,Class,9,,10,1,10953,Undergraduate,Lecture/Lab,James Novak,TBA,MW,TBA
518,CAE 315,Materials of Construction,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Physical principles of elastic and plastic deformation of construction. Mechanical testing methods including tensile, compressive, toughness, creep and fatigue. Properties of concrete, wood, iron and steel and other construction materials. The emphasis is on concepts from solid mechanics which explain the behavior of materials to the extent needed in the design of load-bearing constructs.",Fall 2020,Class,1,,52,51,10121,Undergraduate,Lecture,Stephen Kleps,TBA,MW,11:50am - 12:40pm
519,CAE 315,Materials of Construction,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Physical principles of elastic and plastic deformation of construction. Mechanical testing methods including tensile, compressive, toughness, creep and fatigue. Properties of concrete, wood, iron and steel and other construction materials. The emphasis is on concepts from solid mechanics which explain the behavior of materials to the extent needed in the design of load-bearing constructs.",Fall 2020,Class,1,,26,25,10122,Undergraduate,Lab,Stephen Kleps,TBA,W,1:50pm - 4:30pm
520,CAE 315,Materials of Construction,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Physical principles of elastic and plastic deformation of construction. Mechanical testing methods including tensile, compressive, toughness, creep and fatigue. Properties of concrete, wood, iron and steel and other construction materials. The emphasis is on concepts from solid mechanics which explain the behavior of materials to the extent needed in the design of load-bearing constructs.",Fall 2020,Class,0,,26,26,11735,Undergraduate,Lab,Stephen Kleps,TBA,M,1:50pm - 4:30pm
521,PHIL 374,Ethics in Computer Science,"Communications Requirement, Humanities Requirement, Eligible Pass/Fail Course, Standard Tuition Rate","Moral problems that confront professionals in computer-related fields, including questions raised by the concept of intellectual property and its relationship to computer software, professional codes of ethics for computer use, responsibility for harm resulting from the misuse of computers.",Fall 2020,Class,0,,22,22,13698,Undergraduate,Lecture,,TBA,MW,10am - 11:15am
522,ITMS 458,Operating System Security,Standard Tuition Rate,"This course will address theoretical concepts of operating system security, security architectures of current operating systems, and details of security implementation using best practices to configure operating systems to industry security standards. Server configuration, system-level firewalls, file system security, logging, anti-virus and anti-spyware measures and other operating system security strategies will be examined.",Fall 2020,Class,7,,12,5,13855,Undergraduate,Lecture/Lab,Sean Hughes-Durkin,TBA,T,5:30pm - 9:05pm
523,LA 504,History/Theory/Criticism III,Standard Tuition Rate,"Advanced study of landscape architecture topics with emphasis on research methods, description, analysis, and criticism.",Fall 2020,Class,10,,15,5,11868,"Graduate Business, Graduate, Undergraduate",Lecture,Nilay Mistry,TBA,M,6:25pm - 9:05pm
524,LA 501,History/Theory/Criticism I,Standard Tuition Rate,"Inquiry of natural factors and ecology (soil formations, geological features, hydrological patterns, catastrophic events, etc.) in the settlement and development of cities. The work of the seminar will include an inventory of these factors in selected global cities, including Chicago, and their influence on urban design and site-specific landscape architecture projects.",Fall 2020,Class,17,,20,3,10645,"Graduate, Undergraduate",Lecture,"Vedran Mimica, Ronald Henderson",TBA,W,10am - 12:40pm
525,LAW 936,Law & Pol. Intl Econ Rel.,CK Law Tuition Rate,,Fall 2020,Class,5,,15,10,14137,"Master of Laws, Law, Non Credit",Seminar,Sungjoon Cho,TBA,W,4pm - 5:50pm
526,CS 487,Software Engineering,"Communications Requirement, CSCI Technical Elective, Standard Tuition Rate","Study of the principles and practices of software engineering. Topics include software quality concepts, process models, software requirements analysis, design methodologies, software testing and software maintenance. Hands-on experience building a software system using the waterfall life cycle model. Students work in teams to develop all life cycle deliverables: requirements document, specification and design documents, system code, test plan, and user manuals.",Fall 2020,Class,14,,50,36,10343,"Graduate Business, Graduate, Undergraduate",Lecture,Ola Tannous,TBA,MW,11:25am - 12:40pm
527,CS 487,Software Engineering,"Communications Requirement, CSCI Technical Elective, Standard Tuition Rate","Study of the principles and practices of software engineering. Topics include software quality concepts, process models, software requirements analysis, design methodologies, software testing and software maintenance. Hands-on experience building a software system using the waterfall life cycle model. Students work in teams to develop all life cycle deliverables: requirements document, specification and design documents, system code, test plan, and user manuals.",Fall 2020,Class,16,,30,14,11846,"Graduate Business, Graduate, Undergraduate",Lecture,Dennis Hood,TBA,TR,11:25am - 12:40pm
528,CS 512,Computer Vision,Standard Tuition Rate,"Introduction to fundamental topics in computer vision and the application of statistical estimation techniques to this area. Intended to give the student a good basis for work in this important field. Topics include: Feature extraction, Probabilistic modeling, Camera calibration, Epipolar geometry, Statistical estimation, Model reconstruction, Statistical filtering, Motion estimation, Recognition, Shape from single image cues.",Fall 2020,Class,10,,85,75,13800,"Graduate Business, Graduate, Undergraduate",Lecture,Gady Agam,TBA,TR,5pm - 6:15pm
529,CS 512,Computer Vision,Standard Tuition Rate,"Introduction to fundamental topics in computer vision and the application of statistical estimation techniques to this area. Intended to give the student a good basis for work in this important field. Topics include: Feature extraction, Probabilistic modeling, Camera calibration, Epipolar geometry, Statistical estimation, Model reconstruction, Statistical filtering, Motion estimation, Recognition, Shape from single image cues.",Fall 2020,Class,5,,10,5,13801,"Graduate Business, Graduate, Undergraduate",Lecture,Gady Agam,TBA,,TBA
530,INTM 542,Warehousing and Distribution,Standard Tuition Rate,"This course covers warehouse layout and usage based on product requirement such as refrigeration, hazardous material, staging area, and value added activities. Processes covered include receiving, put-away, replenishment, picking, and packing. The requirement for multiple trailer/rail car loading and unloading is considered as well as equipment needed for loading, unloading and storage. Computer systems for managing the operations are reviewed. Emphasis is on material handling from warehouse arrival through warehouse departure.",Fall 2020,Class,1,,9,8,11592,"Graduate Business, Graduate, Undergraduate",Lecture,Robert Dunn,TBA,R,6:25pm - 9:05pm
531,INTM 542,Warehousing and Distribution,Standard Tuition Rate,"This course covers warehouse layout and usage based on product requirement such as refrigeration, hazardous material, staging area, and value added activities. Processes covered include receiving, put-away, replenishment, picking, and packing. The requirement for multiple trailer/rail car loading and unloading is considered as well as equipment needed for loading, unloading and storage. Computer systems for managing the operations are reviewed. Emphasis is on material handling from warehouse arrival through warehouse departure.",Fall 2020,Class,5,,5,0,13954,"Graduate Business, Graduate, Undergraduate",Lecture,Robert Dunn,TBA,,TBA
532,EMS 512,Environmental Risk Assessment,Business Graduate Tuition Rate,"This course recognizes the necessity for design of strategic management strategies that can create balance between societal welfare and successes of the organizations. Focusing on the design of CSR strategies, this course evaluates tools and techniques applicable to addressing both the positive and negative impacts of business activities on organizations' internal and external stakeholders including, but not limited to, those associated with environmental, occupational, and ecological risks. While analyzing management tools specific to inducing social responsibility throughout the organization, course emphasizes on the alignment between strategic management of employees and community welfare and organizations' business objectives and performance. The need for developing a business case for CSR is highlighted in order to evaluate potential impacts of CSR before investing capitals or making any business decisions. Utilizing specific reporting requirements, course emphasizes the importance of proper reporting and communication of CSR activities and impacts on organizations performance to capital markets, shareholders, and other stakeholders.",Fall 2020,Class,19,,20,1,13655,"Graduate Business, Graduate, Undergraduate",Lecture,Nasrin Khalili,TBA,W,6pm - 8:30pm
533,EMS 512,Environmental Risk Assessment,Business Graduate Tuition Rate,"This course recognizes the necessity for design of strategic management strategies that can create balance between societal welfare and successes of the organizations. Focusing on the design of CSR strategies, this course evaluates tools and techniques applicable to addressing both the positive and negative impacts of business activities on organizations' internal and external stakeholders including, but not limited to, those associated with environmental, occupational, and ecological risks. While analyzing management tools specific to inducing social responsibility throughout the organization, course emphasizes on the alignment between strategic management of employees and community welfare and organizations' business objectives and performance. The need for developing a business case for CSR is highlighted in order to evaluate potential impacts of CSR before investing capitals or making any business decisions. Utilizing specific reporting requirements, course emphasizes the importance of proper reporting and communication of CSR activities and impacts on organizations performance to capital markets, shareholders, and other stakeholders.",Fall 2020,Class,15,,15,0,14192,"Graduate Business, Graduate, Undergraduate",Lecture,Nasrin Khalili,TBA,W,8am - 10:30am
534,MATH 530,Applied/Computational Algebra,Standard Tuition Rate,"Basics of computation with systems of polynomial equations, ideals in polynomial rings; solving systems of equations by Groebner bases; introduction to elimination theory; algebraic varieties in affine n-space; Zariski topology; dimension, degree, their computation and theoretical consequences.",Fall 2020,Class,9,,12,3,13701,"Graduate Business, Graduate, Undergraduate",Lecture,Sonja Petrovic,TBA,TR,1:50pm - 3:05pm
535,CS 330,Discrete Structures,"Communications Requirement, Standard Tuition Rate","Introduction to the use of formal mathematical structures to represent problems and computational processes. Topics covered include Boolean algebra, first-order logic, recursive structures, graphs, and abstract language models. Credit will not be granted for both CS 330 and MATH 230.",Fall 2020,Class,25,,140,115,10273,Undergraduate,Lecture,Michael Lee,TBA,WF,10am - 11:15am
536,CS 330,Discrete Structures,"Communications Requirement, Standard Tuition Rate","Introduction to the use of formal mathematical structures to represent problems and computational processes. Topics covered include Boolean algebra, first-order logic, recursive structures, graphs, and abstract language models. Credit will not be granted for both CS 330 and MATH 230.",Fall 2020,Class,25,Recitation,140,115,11839,Undergraduate,Recitation/Discussion,Michael Lee,TBA,M,10am - 10:50am
537,PHYS 501,Meth Theoretical Physics I,Standard Tuition Rate,"Vector analysis including curvilinear coordinates. Tensor algebra. Ordinary differential equations. Method of infinite series. Regular singularities, Frobenius method. First look at special functions. Gamma-, beta-, error functions. Airy function. Fourier series. Hilbert space, its basic properties. Sturm-Liouville theory. Orthogonal polynomials. Legendre, associated Legendre, Hermite, Laguerre etc. polynomials. Bessel functions, their properties, basic applications. Partial differential equations, their classification. Boundary conditions. Physical models with PDE. Separation of variables method, Cartesian system of coordinates. Separation of variables in cylindrical and spherical system of coordinates. Spherical functions. Fourier transform method.",Fall 2020,Class,14,,15,1,10084,"Graduate Business, Graduate, Undergraduate",Lecture,Yurii Shylnov,TBA,TR,1:50pm - 3:05pm
538,CHEM 455,Advanced Organic Chemistry,Standard Tuition Rate,"This course provides knowledge on classical and modern organic chemistry at the advanced undergraduate and graduate level. Mechanism and theory of organic reactions, synthetic methodology, and total synthesis will be covered.",Fall 2020,Class,7,,8,1,10651,"Graduate Business, Graduate, Undergraduate",Lecture,Anoklase Ayitou,TBA,MW,11:25am - 12:40pm
539,LAW 206,Legislation: Process & Interp.,CK Law Tuition Rate,"This course provides an introduction to the creation, implementation, and interpretation of statutes. Topics addressed in the course include: how a statute works its way through the legislative system; the roles that different institutions play in a statute's passage, interpretation, and enforcement; alternatives to our legislative processes; the ways in which statutes embody public policy; theories and doctrines of statutory interpretation; and the role of coures in the interpretive process. (This course was formerly entitled ""Legislative Process."")",Fall 2020,Class,12,,90,78,14078,"Law, Non Credit, Undergraduate",Lecture,Nancy Marder,TBA,MW,10:10am - 11:35am
540,LAW 206,Legislation: Process & Interp.,CK Law Tuition Rate,"This course provides an introduction to the creation, implementation, and interpretation of statutes. Topics addressed in the course include: how a statute works its way through the legislative system; the roles that different institutions play in a statute's passage, interpretation, and enforcement; alternatives to our legislative processes; the ways in which statutes embody public policy; theories and doctrines of statutory interpretation; and the role of coures in the interpretive process. (This course was formerly entitled ""Legislative Process."")",Fall 2020,Class,50,,90,40,14076,"Law, Non Credit, Undergraduate",Lecture,Stephen Sowle,TBA,MW,7:35pm - 9pm
541,AAH 322,19th Cent Amer Art&Culture,"Communications Requirement, Humanities Requirement, Eligible Pass/Fail Course, Standard Tuition Rate","This course explores the artistic history of the United States, from an agrarian society that developed into an industrialized nation with a distinguished national art. This broad chronological survey begins with the colonial art of Copley, Peale, West and Stuart, followed by the nation building iconography of the Hudson River School. The art of Mount and Bingham reflect antebellum culture, followed by Johnson in post-Civil War America on the eve of the Gilded Age. Finally, the course examines the realism of Homer and Eakins, defining a truly American iconography.",Fall 2020,Class,0,,33,33,10254,Undergraduate,Lecture,James Dabbert,TBA,TR,10am - 11:15am
542,AAH 322,19th Cent Amer Art&Culture,"Communications Requirement, Humanities Requirement, Eligible Pass/Fail Course, Standard Tuition Rate","This course explores the artistic history of the United States, from an agrarian society that developed into an industrialized nation with a distinguished national art. This broad chronological survey begins with the colonial art of Copley, Peale, West and Stuart, followed by the nation building iconography of the Hudson River School. The art of Mount and Bingham reflect antebellum culture, followed by Johnson in post-Civil War America on the eve of the Gilded Age. Finally, the course examines the realism of Homer and Eakins, defining a truly American iconography.",Fall 2020,Class,0,,33,33,11353,Undergraduate,Lecture,James Dabbert,TBA,TR,11:25am - 12:40pm
543,CS 425,Database Organization,"CSCI Technical Elective, Standard Tuition Rate","Overview of database architectures, including the Relational, Hierarchical, Network, and Object Models. Database interfaces, including the SQL query language. Database design using the Entity-Relationship Model. Issues such as security, integrity, and query optimization.",Fall 2020,Class,13,,80,67,12062,"Graduate Business, Graduate, Undergraduate",Lecture,Ola Tannous,TBA,MW,10am - 11:15am
544,CS 425,Database Organization,"CSCI Technical Elective, Standard Tuition Rate","Overview of database architectures, including the Relational, Hierarchical, Network, and Object Models. Database interfaces, including the SQL query language. Database design using the Entity-Relationship Model. Issues such as security, integrity, and query optimization.",Fall 2020,Class,32,,40,8,10331,"Graduate Business, Graduate, Undergraduate",Lecture,Yousef Elmehdwi,TBA,MW,11:25am - 12:40pm
545,CS 350,Cmptr Org&Asmbly Lang Prgmmg,Standard Tuition Rate,"Introduction to the internal architecture of computer systems, including micro-, mini-, and mainframe computer architectures. Focuses on the relationship among a computer's hardware, its native instruction set, and the implementation of high-level languages on that machine. Uses a set of assembly language programming exercises to explore and analyze a microcomputer architecture. Credit will not be granted for both CS 350 and ECE 242.",Fall 2020,Class,15,,50,35,10276,"Non Credit, Undergraduate",Lecture,Michael Choi,TBA,T,6:25pm - 9:05pm
546,CS 350,Cmptr Org&Asmbly Lang Prgmmg,Standard Tuition Rate,"Introduction to the internal architecture of computer systems, including micro-, mini-, and mainframe computer architectures. Focuses on the relationship among a computer's hardware, its native instruction set, and the implementation of high-level languages on that machine. Uses a set of assembly language programming exercises to explore and analyze a microcomputer architecture. Credit will not be granted for both CS 350 and ECE 242.",Fall 2020,Class,6,Laboratory,40,34,10278,"Non Credit, Undergraduate",Lab,Michael Choi,TBA,R,6:25pm - 7:15pm
547,CS 350,Cmptr Org&Asmbly Lang Prgmmg,Standard Tuition Rate,"Introduction to the internal architecture of computer systems, including micro-, mini-, and mainframe computer architectures. Focuses on the relationship among a computer's hardware, its native instruction set, and the implementation of high-level languages on that machine. Uses a set of assembly language programming exercises to explore and analyze a microcomputer architecture. Credit will not be granted for both CS 350 and ECE 242.",Fall 2020,Class,9,,10,1,11660,"Non Credit, Undergraduate",Lab,Michael Choi,TBA,R,6:25pm - 7:15pm
548,CS 351,Systems Programming,Standard Tuition Rate,"Examines the components of sophisticated multilayer software systems, including device drivers, systems software, applications interfaces, and user interfaces. Explores the design and development of interrupt-driven and event-driven software.",Fall 2020,Class,2,,95,93,10279,Undergraduate,Lecture,Ioan Raicu,TBA,MW,11:25am - 12:40pm
549,CS 351,Systems Programming,Standard Tuition Rate,"Examines the components of sophisticated multilayer software systems, including device drivers, systems software, applications interfaces, and user interfaces. Explores the design and development of interrupt-driven and event-driven software.",Fall 2020,Class,0,Laboratory,35,35,13843,Undergraduate,Lab,Ioan Raicu,Stuart Building 112J,F,11:25am - 12:15pm
550,CS 351,Systems Programming,Standard Tuition Rate,"Examines the components of sophisticated multilayer software systems, including device drivers, systems software, applications interfaces, and user interfaces. Explores the design and development of interrupt-driven and event-driven software.",Fall 2020,Class,0,,20,20,13845,Undergraduate,Lab,Ioan Raicu,Stuart Building 112E,F,11:25am - 12:15pm
551,CS 351,Systems Programming,Standard Tuition Rate,"Examines the components of sophisticated multilayer software systems, including device drivers, systems software, applications interfaces, and user interfaces. Explores the design and development of interrupt-driven and event-driven software.",Fall 2020,Class,0,,20,20,13846,Undergraduate,Lab,Ioan Raicu,TBA,F,11:25am - 12:15pm
552,CS 351,Systems Programming,Standard Tuition Rate,"Examines the components of sophisticated multilayer software systems, including device drivers, systems software, applications interfaces, and user interfaces. Explores the design and development of interrupt-driven and event-driven software.",Fall 2020,Class,2,,20,18,13946,Undergraduate,Lab,Ioan Raicu,TBA,F,11:25am - 12:15pm
553,CAE 497,Special Project,Standard Tuition Rate,"Special design project under individual supervision of instructor. Prerequisite: Senior standing, minimum GPA of 3.0, and consent of instructor.",Fall 2020,Independent Study/Research,10,,10,0,11630,Undergraduate,Independent Study/Research,Gongkang Fu,TBA,,TBA
554,CAE 497,Special Project,Standard Tuition Rate,"Special design project under individual supervision of instructor. Prerequisite: Senior standing, minimum GPA of 3.0, and consent of instructor.",Fall 2020,Independent Study/Research,10,,10,0,10935,Undergraduate,Independent Study/Research,Zongzhi Li,TBA,,TBA
555,CAE 497,Special Project,Standard Tuition Rate,"Special design project under individual supervision of instructor. Prerequisite: Senior standing, minimum GPA of 3.0, and consent of instructor.",Fall 2020,Independent Study/Research,10,,10,0,11818,Undergraduate,Independent Study/Research,David Arditi,TBA,,TBA
556,CAE 497,Special Project,Standard Tuition Rate,"Special design project under individual supervision of instructor. Prerequisite: Senior standing, minimum GPA of 3.0, and consent of instructor.",Fall 2020,Independent Study/Research,10,,10,0,11298,Undergraduate,Independent Study/Research,Mark Snyder,TBA,,TBA
557,CAE 497,Special Project,Standard Tuition Rate,"Special design project under individual supervision of instructor. Prerequisite: Senior standing, minimum GPA of 3.0, and consent of instructor.",Fall 2020,Independent Study/Research,10,,10,0,11616,Undergraduate,Independent Study/Research,Jamshid Mohammadi,TBA,,TBA
558,CAE 497,Special Project,Standard Tuition Rate,"Special design project under individual supervision of instructor. Prerequisite: Senior standing, minimum GPA of 3.0, and consent of instructor.",Fall 2020,Independent Study/Research,10,,10,0,11436,Undergraduate,Independent Study/Research,Jeff Budiman,TBA,,TBA
559,CAE 497,Special Project,Standard Tuition Rate,"Special design project under individual supervision of instructor. Prerequisite: Senior standing, minimum GPA of 3.0, and consent of instructor.",Fall 2020,Independent Study/Research,10,,10,0,11632,Undergraduate,Independent Study/Research,Mehdi Modares,TBA,,TBA
560,CAE 497,Special Project,Standard Tuition Rate,"Special design project under individual supervision of instructor. Prerequisite: Senior standing, minimum GPA of 3.0, and consent of instructor.",Fall 2020,Independent Study/Research,10,,10,0,11386,Undergraduate,Independent Study/Research,Brent Stephens,TBA,,TBA
561,CAE 497,Special Project,Standard Tuition Rate,"Special design project under individual supervision of instructor. Prerequisite: Senior standing, minimum GPA of 3.0, and consent of instructor.",Fall 2020,Class,10,,10,0,12980,Undergraduate,Independent Study/Research,Soliman Khudeira,TBA,,TBA
562,CAE 497,Special Project,Standard Tuition Rate,"Special design project under individual supervision of instructor. Prerequisite: Senior standing, minimum GPA of 3.0, and consent of instructor.",Fall 2020,Class,10,,10,0,13865,Undergraduate,Independent Study/Research,Matthew Gombeda,TBA,,TBA
563,PHYS 508,Analytical Dynamics,Standard Tuition Rate,"Hamilton's Principle, Lagrange's formalism, function, and equations. Invariance properties and conservation laws. One dimensional motion. Central force problem. Small harmonic oscillations. Nonlinear oscillations. Scattering theory. Rigid body motion. Non-inertial reference frames. Hamilton's formalism, function, and equations. Canonical transformations. Hamilton-Jacobi theory. Integrable systems and canonical perturbation theory.",Fall 2020,Class,13,,15,2,10085,"Graduate Business, Graduate, Undergraduate",Lecture,Zack Sullivan,TBA,MW,10am - 11:15am
564,PESL 022,Listening Enhancement II,"Prof English Second Lang, Standard Tuition Rate","Listening Enhancement II (PESL 022) is designed to strengthen English language learners’ advanced listening, note-taking, and critical thinking skills. Students will utilize advanced listening strategies to excel in academic and social contexts. Practice will include recognizing speaker purpose, position, and attitude. Students will also employ learned information in higher-order thinking projects. Placement in this course is based on placement exam results and/or the successful completion of Listening Enhancement I (PESL 021).",Fall 2020,Class,1,,6,5,11275,Non Credit,Lecture,Judith Sloane,TBA,WF,11:25am - 12:40pm
565,PESL 022,Listening Enhancement II,"Prof English Second Lang, Standard Tuition Rate","Listening Enhancement II (PESL 022) is designed to strengthen English language learners’ advanced listening, note-taking, and critical thinking skills. Students will utilize advanced listening strategies to excel in academic and social contexts. Practice will include recognizing speaker purpose, position, and attitude. Students will also employ learned information in higher-order thinking projects. Placement in this course is based on placement exam results and/or the successful completion of Listening Enhancement I (PESL 021).",Fall 2020,Class,2,,5,3,11448,Non Credit,Lecture,Judith Sloane,TBA,WF,11:25am - 12:40pm
566,PESL 021,Listening Enhancement I,"Prof English Second Lang, Standard Tuition Rate","Listening Enhancement I (PESL 021) is designed to help English language learners improve basic listening, note-taking, and critical thinking skills using a variety of academic and social listenings. Students will be exposed to various listening strategies to comprehend key information and to develop skills necessary for successful interaction in social contexts. Practice will include identifying organizational patterns, recognizing language cues, and summarizing authentic material. Students will also utilize learned information in projects. Placement in this course is based on assessment results.",Fall 2020,Class,0,,0,0,11326,Non Credit,Lecture,,TBA,WF,8:35am - 9:50am
567,PESL 021,Listening Enhancement I,"Prof English Second Lang, Standard Tuition Rate","Listening Enhancement I (PESL 021) is designed to help English language learners improve basic listening, note-taking, and critical thinking skills using a variety of academic and social listenings. Students will be exposed to various listening strategies to comprehend key information and to develop skills necessary for successful interaction in social contexts. Practice will include identifying organizational patterns, recognizing language cues, and summarizing authentic material. Students will also utilize learned information in projects. Placement in this course is based on assessment results.",Fall 2020,Class,0,,0,0,11447,Non Credit,Lecture,,TBA,WF,8:35am - 9:50am
568,HIST 380,Topics in History,"Communications Requirement, Humanities Requirement, Eligible Pass/Fail Course, Standard Tuition Rate","An investigation into a topic of current or enduring interest in history, which will be announced by the instructor when the course is scheduled.",Fall 2020,Class,0,,22,22,12139,Undergraduate,Lecture,Keith Green,TBA,TR,3:15pm - 4:30pm
569,LAW 648,Constitutional Torts/Sec 1983,CK Law Tuition Rate,"This seminar deals with the important subject of constitutional torts, specifically 42 U.S.C. ' 1983 and Bivens actions, whereby state, local and federal officials, as well as local governments, may be held liable in damages when they violate peoples' constitutional rights. Constitutional torts is a subject that is fascinating at both a theoretical and practical level. It raises deep issues of federalism and justice as well as real-world problems of how to make governments accountable to their citizens without undermining their effectiveness. Thousands of constitutional torts cases are filed annually, and they generate considerable controversy, e.g., Rodney King filed a section 1983 damages action against Los Angeles and certain of its police officers. Those who should take this seminar include persons who expect to do federal litigation of any kind, as well as any students who hope to clerk for federal or state judges or work for state and local governments. Not only does the seminar deal with constitutional law but it also addresses federal courts issues, damages and injunctive relief and attorney's fees, among other important subjects.",Fall 2020,Class,0,,15,15,14139,"Graduate Business, Master of Laws, Law",Seminar,Sheldon Nahmod,TBA,M,4pm - 5:50pm
570,LAW 645,Honors Scholars Seminar 3rd Yr,CK Law Tuition Rate,,Fall 2020,Class,988,,999,11,14041,"Graduate Business, Master of Laws, Law",Lecture,,TBA,,TBA
571,GLS 182,Academic Coaching,Standard Tuition Rate,Student meets once per week with an academic coach to discuss any difficulties the student is having with his or her courses and to coach the student on effective study strategies.,Fall 2020,Class,27,,27,0,13214,Undergraduate,Seminar,Joseph Orgel,TBA,,TBA
572,GLS 180,General Learning Strategies I,Standard Tuition Rate,"This course teaches a range of strategies to improve student learning including strategies for understanding and remembering what you read, effective note taking and test taking strategies, time and stress management strategies, strategies to decrease procrastination and increase personal motivation, health lifestyle habits, and self advocacy.",Fall 2020,Class,26,,28,2,13586,Undergraduate,Lecture,Joseph Orgel,TBA,W,12:50pm - 1:40pm
573,BUS 550,Business Statistics,Business Graduate Tuition Rate,"This course covers statistics, optimization, and simulation tools that are critical for managers in enabling their firms to have a competitive advantage. The course covers probability, sampling, estimation, hypothesis testing, linear regression, goodness-of-fit tests, linear optimization models, nonlinear optimization models, and managerial decision-making under uncertainty. The models address problems in finance, marketing, and operations and include applications such as media selection, capital budgeting, portfolio selection, advertising effectiveness, facility location, distribution planning, and production planning. The focus of the course is on using business analytics to build models and using software to aid in decision-making.",Fall 2020,Class,19,,20,1,11214,"Graduate Business, Graduate, Undergraduate",Lecture,Ghazale Jafari Haddadian,TBA,T,6pm - 8:30pm
